"cause","effect"
"SNX2","FNBP1"
"SNX2","INSR"
"SNX2","PDCD6IP"
"SNX2","PDGFRB"
"SNX2","SNX1"
"SNX2","SNX4"
"SNX2","SNX6"
"SNX4","AGK"
"SNX4","BIN1"
"SNX4","INSR"
"SNX6","COIL"
"SNX6","EGFR"
"SNX6","TGFBR2"
"SNX9","MPP6"
"SNX9","TNK2"
"SOCS1","FLT3"
"SOCS1","FYN"
"SOCS1","GRB2"
"SOCS1","IGF1R"
"SOCS1","INSR"
"SOCS1","ITK"
"SOCS1","PIM2"
"SOCS1","TRIM8"
"SOCS1","VAV1"
"SOCS2","IGF1R"
"SOCS3","IL6ST"
"SOCS3","INSR"
"SOCS3","MAPK11"
"SOCS6","ACVR1"
"SOCS6","SMURF2"
"SOCS6","TGFBR1"
"SOCS7","PIK3R2"
"SOCS7","SORBS3"
"SOD2","RPS3A"
"SON","PRPF40A"
"SON","SNIP1"
"SON","TRIP6"
"SON","YWHAB"
"SON","YWHAG"
"SORL1","FURIN"
"SORL1","GGA1"
"SORL1","GGA2"
"SORL1","LRPAP1"
"SORT1","BDNF"
"SORT1","LRPAP1"
"SOS1","CD2AP"
"SOS1","EGFR"
"SOS1","EPS8"
"SOS1","HRAS"
"SOS1","ITSN1"
"SOS1","MAPK1"
"SOS1","RANBP9"
"SOS1","RRAS"
"SOS1","SKAP2"
"SOS1","SNX9"
"SOS1","UBR1"
"SOS2","CD2AP"
"SOS2","HRAS"
"SOS2","PLCG2"
"SOS2","SNX9"
"SOX10","POU5F1"
"SOX5","SMAD7"
"SOX8","DLX5"
"SOX8","OLIG2"
"SOX8","POU5F1"
"SOX9","MAF"
"SP1","AATF"
"SP1","AR"
"SP1","BCL6"
"SP1","BCOR"
"SP1","E2F1"
"SP1","E2F3"
"SP1","ELF1"
"SP1","EP300"
"SP1","ETS1"
"SP1","GABPA"
"SP1","HCFC1"
"SP1","JUN"
"SP1","KLF10"
"SP1","MEF2C"
"SP1","MIER1"
"SP1","MSX1"
"SP1","NCOR1"
"SP1","NFYA"
"SP1","NFYB"
"SP1","PER3"
"SP1","POGZ"
"SP1","POU2F1"
"SP1","PSMC5"
"SP1","PURA"
"SP1","RB1"
"SP1","RBBP4"
"SP1","RBL1"
"SP1","REL"
"SP1","SF3A1"
"SP1","SKIV2L2"
"SP1","SMAD3"
"SP1","SP3"
"SP1","SP4"
"SP1","SREBF2"
"SP1","TAF4"
"SP1","TAL1"
"SP1","YY1"
"SP100","ARID3A"
"SP100","ETS1"
"SP110","CDKN1A"
"SP3","EP300"
"SP3","GABPA"
"SP3","HDAC2"
"SP3","RB1"
"SP3","RBBP4"
"SP3","SP1"
"SPAG9","MAP1LC3B"
"SPAG9","PNRC2"
"SPARC","HSPG2"
"SPARC","PLAT"
"SPARC","XRCC6"
"SPEN","RBBP4"
"SPG20","EPS15"
"SPG20","ZFYVE9"
"SPG21","AKIRIN2"
"SPG7","MDFI"
"SPG7","TRIM28"
"SPHK1","RPS6KC1"
"SPI1","CEBPD"
"SPI1","CEBPE"
"SPI1","ERG"
"SPI1","GATA2"
"SPI1","MITF"
"SPI1","NFATC1"
"SPIB","IRF4"
"SPIB","SPI1"
"SPINT1","FAM46A"
"SPOP","TRAF1"
"SPP1","ACP5"
"SPP1","HCK"
"SPRED1","DNAJB11"
"SPRED1","FAM118B"
"SPRR2D","PKN1"
"SPRY1","GEMIN4"
"SPRY2","GPRIN2"
"SPTA1","ADD1"
"SPTAN1","CASP3"
"SPTAN1","CTNNA1"
"SPTAN1","DDX24"
"SPTAN1","FANCC"
"SPTAN1","MAPK6"
"SPTAN1","PIN4"
"SPTAN1","PRKCB"
"SPTAN1","SPTB"
"SPTAN1","TSSC4"
"SPTBN1","CPNE1"
"SPTBN1","CSNK2A1"
"SPTBN1","RINT1"
"SPTBN1","YWHAG"
"SPTBN2","MINK1"
"SPTBN2","UNC13B"
"SPTBN4","GADD45A"
"SQSTM1","CDC37"
"SRC","ANKRD11"
"SRC","BCAR1"
"SRC","GIT1"
"SRC","IKBKG"
"SRC","INSR"
"SRC","JUP"
"SRC","MYLK"
"SRC","PELP1"
"SRC","PTPN1"
"SRC","YWHAB"
"SREBF1","UBE2I"
"SREBF2","CREBBP"
"SREBF2","EP300"
"SRF","ETV4"
"SRF","HCFC1"
"SRF","HMGA1"
"SRF","NCOR2"
"SRF","NFYA"
"SRF","NKX2-5"
"SRF","SIX5"
"SRFBP1","SLC2A4"
"SRGAP1","CDC42"
"SRGN","UBQLN4"
"SRPK1","DHX9"
"SRRM1","SRPK1"
"SRRM1","YWHAG"
"SSBP2","LDB1"
"SSRP1","MYCBP"
"SSTR2","GNA14"
"SSTR2","PTPN6"
"SSTR2","SHANK1"
"SSTR5","PDZK1"
"ST13","ASF1A"
"ST14","SPINT1"
"ST3GAL3","RPL8"
"ST3GAL4","ARHGDIA"
"STAM","PPP1CA"
"STAM","STAMBP"
"STAM","USP8"
"STAM2","DAZAP2"
"STAM2","EPS15"
"STAM2","HGS"
"STAM2","RNF11"
"STAM2","UBA52"
"STAM2","USP8"
"STAM2","XRN1"
"STAP1","SH3KBP1"
"STAP2","IKBKB"
"STARD13","HMGCR"
"STARD13","HSP90AB1"
"STARD13","ITPR1"
"STARD13","TUBA4A"
"STAT1","CAMK2D"
"STAT1","CAMK2G"
"STAT1","CREBBP"
"STAT1","CSE1L"
"STAT1","EIF2AK2"
"STAT1","ELP2"
"STAT1","EP300"
"STAT1","FANCC"
"STAT1","GTF2I"
"STAT1","IRF1"
"STAT1","IRF2"
"STAT1","IRF9"
"STAT1","JUN"
"STAT1","KPNA1"
"STAT1","KPNA6"
"STAT1","MAPK14"
"STAT1","NMI"
"STAT1","PIAS1"
"STAT1","RPS6KA5"
"STAT1","STAT2"
"STAT1","STAT3"
"STAT1","STAT5A"
"STAT1","STAT5B"
"STAT1","VDR"
"STAT1","XPO1"
"STAT2","CAND1"
"STAT2","CREBBP"
"STAT2","IRF9"
"STAT2","MED14"
"STAT3","BRCA1"
"STAT3","CREBBP"
"STAT3","EIF2AK2"
"STAT3","EP300"
"STAT3","FER"
"STAT3","FOXM1"
"STAT3","GTF2I"
"STAT3","HSP90AA1"
"STAT3","HSPB1"
"STAT3","HUWE1"
"STAT3","KPNA1"
"STAT3","KPNA6"
"STAT3","MAP3K7"
"STAT3","MAPK1"
"STAT3","MAPK8"
"STAT3","NCOA1"
"STAT3","NDUFA13"
"STAT3","NFKB1"
"STAT3","NLK"
"STAT3","NMI"
"STAT3","NR3C1"
"STAT3","PML"
"STAT3","RELA"
"STAT3","RPS6KA5"
"STAT3","SEC31A"
"STAT3","STAT5B"
"STAT3","ZNF148"
"STAT4","NMI"
"STAT5A","ESR2"
"STAT5A","NMI"
"STAT5A","STAT5B"
"STAT5B","EP300"
"STAT5B","ETS1"
"STAT5B","MAPK1"
"STAT5B","NR3C1"
"STAT5B","RARA"
"STAT6","ETS1"
"STAT6","IRF4"
"STAT6","NFKB1"
"STAT6","NMI"
"STAT6","RELA"
"STAT6","STAT2"
"STAU1","DHX9"
"STAU1","FMR1"
"STAU1","HNRNPU"
"STAU1","NCL"
"STAU1","UBE2D3"
"STAU1","UPF1"
"STEAP3","TPT1"
"STIP1","HSPA1A"
"STIP1","PTGES3"
"STK11","CDC37"
"STK11","PTEN"
"STK11","TNIP2"
"STK24","PDCD10"
"STK3","MPP1"
"STK35","PDLIM1"
"STK35","SMURF1"
"STK38","YWHAB"
"STK38","YWHAZ"
"STK4","LATS1"
"STMN1","CDKN1B"
"STMN1","UBQLN4"
"STMN2","CCDC85A"
"STMN2","RGS6"
"STMN2","TEX11"
"STRN","ATF7IP"
"STRN","PPP2CA"
"STRN3","SLC2A4"
"STRN4","CALM1"
"STRN4","ECSIT"
"STRN4","MIF"
"STRN4","NBEA"
"STRN4","PPP2R1A"
"STUB1","HSP90AA1"
"STUB1","HSPA1A"
"STUB1","HSPA4"
"STUB1","HSPA8"
"STUB1","KHDRBS1"
"STUB1","PSMD4"
"STUB1","SMURF1"
"STUB1","TGFBR1"
"STUB1","UBB"
"STUB1","UBE2D1"
"STX11","SNAP23"
"STX11","SNAP25"
"STX18","BNIP1"
"STX1A","CDK5"
"STX1A","RAB27A"
"STX1A","SNAP23"
"STX1A","STXBP2"
"STX1A","SYTL4"
"STX1A","VPS11"
"STX3","VCL"
"STX4","NAPA"
"STX4","RAB11A"
"STX4","RAB4A"
"STX4","STXBP3"
"STX6","EEA1"
"STX6","SNAP29"
"STX6","VPS18"
"STX7","MAPK6"
"STX7","VPS11"
"STX8","VTI1B"
"STXBP1","MAPT"
"STXBP2","SNRPB"
"STXBP3","DDX20"
"STXBP3","SNRPB"
"SUFU","SAP18"
"SULT1A3","TK1"
"SUMO1","PIAS2"
"SUMO1","TDG"
"SUMO1","TRIM24"
"SUMO1","UBE2I"
"SUMO2","C10orf2"
"SUMO2","PSMD11"
"SUMO2","RNF2"
"SUMO2","SETDB1"
"SUMO2","TP53BP2"
"SUMO4","HSPA1B"
"SUMO4","PRPS1"
"SUPT5H","SAP30BP"
"SURF2","B4GALT3"
"SUV39H1","HDAC2"
"SUV39H1","HIST1H3A"
"SUV39H1","RB1"
"SUV39H1","RBL2"
"SUV39H2","CEP70"
"SUV39H2","FAM20C"
"SWAP70","SH3GL1"
"SYK","BLNK"
"SYK","CBL"
"SYK","CD22"
"SYK","CD3E"
"SYK","CD79A"
"SYK","CD79B"
"SYK","DUSP3"
"SYK","EZR"
"SYK","FCGR2A"
"SYK","FGR"
"SYK","FYN"
"SYK","GRB2"
"SYK","HCLS1"
"SYK","LAT"
"SYK","LAX1"
"SYK","LCK"
"SYK","LCP2"
"SYK","LYN"
"SYK","MAP4K1"
"SYK","NFAM1"
"SYK","PAG1"
"SYK","PIK3AP1"
"SYK","PLCG2"
"SYK","PTK2B"
"SYK","RASA1"
"SYK","SLA"
"SYK","SNCA"
"SYK","TRAF6"
"SYK","VAV1"
"SYNCRIP","IVNS1ABP"
"SYNE1","ACTC1"
"SYNE1","DISC1"
"SYNE1","EMD"
"SYNE1","LMNA"
"SYNGAP1","ULK1"
"SYNGAP1","ULK2"
"SYNJ1","CDK5"
"SYNJ1","EPS15"
"SYNJ1","ITSN1"
"SYNJ1","PACSIN1"
"SYNJ1","SH3GL1"
"SYNJ1","SH3GL3"
"SYNJ2BP","SYNJ2"
"SYP","VAMP2"
"SYT1","GOLM1"
"SYT1","STON2"
"SYT1","SYNCRIP"
"SYT1","ZDHHC17"
"SYT11","APPBP2"
"SYT11","MYLK"
"SYT17","APTX"
"SYT2","KLHL3"
"SYT4","STX2"
"SYT4","STX4"
"SYT7","STX3"
"SYT7","SYNCRIP"
"SYT9","CSNK1A1"
"SYTL2","PPP1CA"
"SYTL2","RAB27A"
"SYTL4","CCDC85B"
"TAC1","FN1"
"TACC1","KAT2A"
"TACC1","TDRD7"
"TACC3","KAT2A"
"TACR1","GPRASP1"
"TACR3","GPRASP1"
"TAF1","CCNA2"
"TAF1","GTF2A1"
"TAF1","HSF1"
"TAF1","JUN"
"TAF1","MEF2C"
"TAF1","MSX1"
"TAF1","RB1"
"TAF1","RBL1"
"TAF1","RBL2"
"TAF1","TAF10"
"TAF1","TAF2"
"TAF1","TAF4"
"TAF1","TAF5"
"TAF1","TAF7"
"TAF1","TBP"
"TAF10","PSMC5"
"TAF10","TAF12"
"TAF10","TAF13"
"TAF10","TAF2"
"TAF10","TAF3"
"TAF10","TAF4"
"TAF10","TAF6"
"TAF11","TAF2"
"TAF11","TAF5"
"TAF15","SAFB"
"TAF15","SF1"
"TAF15","TAF13"
"TAF1B","RRN3"
"TAF1B","TAF1A"
"TAF1B","TRIM24"
"TAF1C","RRN3"
"TAF1D","CEP70"
"TAF1D","UBE2D1"
"TAF4","CBX3"
"TAF4","CBX5"
"TAF4","TAF2"
"TAF4","TAF5"
"TAF4","TAF7"
"TAF5","TAF2"
"TAF6","TAF10"
"TAF7","TAF2"
"TAF9","HCFC1"
"TAF9","TAF7"
"TAL1","EP300"
"TAL1","KAT2B"
"TAL1","SIN3A"
"TAL1","SP1"
"TALDO1","CHD3"
"TANC1","SPTAN1"
"TANK","IKBKG"
"TANK","MAP4K5"
"TANK","TBK1"
"TANK","TRAF1"
"TANK","USP7"
"TAOK1","CSNK1E"
"TAP1","MDFI"
"TAP2","TAP1"
"TAPBP","HLA-A"
"TAPBP","TAP1"
"TARBP2","EIF2AK2"
"TARBP2","RBM14"
"TARDBP","SETDB1"
"TASP1","GTF2A1"
"TAX1BP1","BRD7"
"TAX1BP1","RNF11"
"TAX1BP1","TBC1D17"
"TBC1D4","EP400"
"TBC1D5","GABARAPL2"
"TBCB","USP7"
"TBK1","CDC37"
"TBL3","AURKB"
"TBP","ABT1"
"TBP","DR1"
"TBP","FOS"
"TBP","GTF2E1"
"TBP","GTF3C3"
"TBP","MSX1"
"TBP","TAF1"
"TBP","TAF11"
"TBP","TAF13"
"TBP","TAF1A"
"TBP","TAF1B"
"TBP","TAF5"
"TBP","ZNF76"
"TBPL1","GTF2B"
"TBXA2R","GNA13"
"TCAP","ATXN1"
"TCAP","MDM2"
"TCAP","PDPK1"
"TCEA1","GTF2E1"
"TCEA2","DNAJB9"
"TCEA2","MARK3"
"TCEB1","CUL2"
"TCEB1","MED8"
"TCEB1","VHL"
"TCEB2","SOCS6"
"TCEB2","TCEB1"
"TCEB2","TCEB3"
"TCEB2","TCEB3B"
"TCEB2","VHL"
"TCERG1","POLR2A"
"TCERG1","SETDB1"
"TCERG1","SF1"
"TCF12","CREBBP"
"TCF12","EP300"
"TCF12","ID2"
"TCF20","JUN"
"TCF3","ELK3"
"TCF3","EP300"
"TCF3","KAT2B"
"TCF3","RUNX1T1"
"TCF3","TCF12"
"TCF3","TFPT"
"TCF3","UBE2I"
"TCF4","AR"
"TCF4","EP300"
"TCF4","ID1"
"TCF4","ID3"
"TCF4","MSC"
"TCF4","RUNX1T1"
"TCF7L2","EP300"
"TCL1A","CALCOCO2"
"TCOF1","PCNA"
"TCP1","CDC20"
"TDG","EP300"
"TDG","PML"
"TDG","RAD23B"
"TDG","SNIP1"
"TDGF1","ACVR1B"
"TDGF1","COPS6"
"TEAD1","MEF2B"
"TEAD3","VGLL1"
"TEAD4","VGLL1"
"TEC","LYN"
"TEC","PIP4K2A"
"TEC","PLCG2"
"TEC","PTPN18"
"TEC","SDCBP"
"TEC","SOCS1"
"TEC","STAP1"
"TEC","VAV1"
"TEC","WAS"
"TEK","ANGPT2"
"TEK","DOK2"
"TEK","GRB2"
"TEK","PIK3R1"
"TEK","PTPN11"
"TEK","PTPRB"
"TEKT4","PSMC5"
"TERF1","KPNB1"
"TERF1","TNKS2"
"TERF1","ZHX1"
"TERT","MCRS1"
"TERT","NCL"
"TES","ACTN1"
"TES","EVL"
"TES","GRIPAP1"
"TFAP2A","EP300"
"TFCP2","COIL"
"TFCP2","RNF2"
"TFDP1","E2F2"
"TFDP1","E2F3"
"TFDP1","E2F6"
"TFDP2","E2F1"
"TFDP2","E2F2"
"TFDP2","E2F3"
"TFDP2","E2F6"
"TFE3","HMGB1"
"TFE3","TFEB"
"TFE3","TFEC"
"TFG","C14orf1"
"TFG","CRMP1"
"TFG","GPRASP2"
"TFG","KIAA1377"
"TFG","MED21"
"TFG","PLSCR1"
"TFPI","THBS1"
"TFRC","GABARAP"
"TFRC","RANBP9"
"TFRC","VCL"
"TGFB1","APP"
"TGFB1","BGN"
"TGFB1","CTGF"
"TGFB1","DCN"
"TGFB1","DPT"
"TGFB1","EIF3I"
"TGFB1","FNTA"
"TGFB1","LTBP3"
"TGFB1","LTBP4"
"TGFB1","SPARC"
"TGFB1","TGFBR2"
"TGFB1","YWHAE"
"TGFB2","CTGF"
"TGFB2","TGFBR1"
"TGFB3","CTGF"
"TGFB3","LTBP3"
"TGFB3","TGFBR1"
"TGFBI","COL4A1"
"TGFBI","FN1"
"TGFBR1","ACVR1"
"TGFBR1","ANAPC5"
"TGFBR1","AP2B1"
"TGFBR1","ARL8B"
"TGFBR1","AURKB"
"TGFBR1","BTBD2"
"TGFBR1","CDC20"
"TGFBR1","CDK4"
"TGFBR1","CDK6"
"TGFBR1","CDKL1"
"TGFBR1","CHN2"
"TGFBR1","CHUK"
"TGFBR1","CSNK1A1"
"TGFBR1","CTNNB1"
"TGFBR1","CUL5"
"TGFBR1","DAB2"
"TGFBR1","ENC1"
"TGFBR1","FBXO34"
"TGFBR1","FKBP1A"
"TGFBR1","GNB2"
"TGFBR1","LIMS1"
"TGFBR1","NEK6"
"TGFBR1","OXSR1"
"TGFBR1","PLEKHJ1"
"TGFBR1","PLK4"
"TGFBR1","PML"
"TGFBR1","PPP6C"
"TGFBR1","PRPF4"
"TGFBR1","RAB33B"
"TGFBR1","RAN"
"TGFBR1","RHOJ"
"TGFBR1","RHPN2"
"TGFBR1","RPS27A"
"TGFBR1","SMURF2"
"TGFBR1","SQSTM1"
"TGFBR1","UBA52"
"TGFBR1","UBB"
"TGFBR1","UBE2Z"
"TGFBR1","UBXN1"
"TGFBR1","USP45"
"TGFBR1","ZFYVE9"
"TGFBR2","AP2B1"
"TGFBR2","ARHGEF6"
"TGFBR2","CCNB2"
"TGFBR2","CTNNB1"
"TGFBR2","DAB2"
"TGFBR2","EIF3I"
"TGFBR2","PIK3R1"
"TGFBR2","TGFB1I1"
"TGFBR2","TGFBR1"
"TGFBR2","TGFBRAP1"
"TGFBR3","ACVR2A"
"TGFBR3","GIPC1"
"TGFBR3","TGFB3"
"TGFBR3","TGFBR2"
"TGFBRAP1","ALOX5"
"TGFBRAP1","TGFBR1"
"TGFBRAP1","TGFBR2"
"TGIF1","CTBP2"
"TGIF1","JUN"
"TGM2","EIF5A"
"TGM2","HIST1H2BG"
"TGM2","HTT"
"TGM2","MAP3K12"
"TGM2","RB1"
"TGOLN2","AP1M1"
"TGOLN2","AP2M1"
"TGS1","COIL"
"TGS1","EP300"
"THAP1","PAWR"
"THAP1","QKI"
"THAP1","ZNF408"
"THAP7","CCDC85B"
"THAP7","EHMT2"
"THAP7","MAP1LC3B"
"THAP7","MDFI"
"THAP7","SET"
"THBD","PROC"
"THBD","SERPINA5"
"THBD","SERPINE1"
"THBS1","CALR"
"THBS1","COL1A1"
"THBS1","DCN"
"THBS1","FN1"
"THBS1","IGFBP5"
"THBS1","JAG1"
"THBS1","LRP1"
"THBS1","PDGFB"
"THBS1","SPARC"
"THBS1","TGFB1"
"THOC7","MED8"
"THRA","CDK7"
"THRA","CREBBP"
"THRA","GTF2B"
"THRA","HDAC2"
"THRA","MED21"
"THRA","NR2F1"
"THRA","POU2F1"
"THRA","RXRB"
"THRA","RXRG"
"THRA","TRIM24"
"THRB","CTCF"
"THRB","MED21"
"THRB","NCOA1"
"THRB","NCOA2"
"THRB","NCOA3"
"THRB","RXRB"
"THY1","FYN"
"TIAM1","NME1"
"TIAM2","H2AFX"
"TICAM1","IKBKE"
"TICAM1","PIAS4"
"TICAM2","IRAK2"
"TICAM2","IRAK3"
"TICAM2","IRAK4"
"TICAM2","TRAF6"
"TIE1","PIK3R1"
"TIE1","TEK"
"TIFA","NIF3L1"
"TIFA","NUDT18"
"TIMP1","SUMO2"
"TIMP3","EFEMP1"
"TIRAP","DNAJC3"
"TIRAP","EIF2AK2"
"TIRAP","IRAK2"
"TIRAP","TRAF6"
"TJP1","CNKSR2"
"TJP1","CTNNA1"
"TJP1","EGFR"
"TJP1","PTPN14"
"TJP1","TJP2"
"TJP2","SAFB"
"TJP2","YWHAG"
"TJP3","INADL"
"TK1","AAMP"
"TK1","APLP1"
"TK1","C19orf60"
"TK1","CCDC90B"
"TK1","CDK4"
"TK1","COPS6"
"TK1","CPSF3L"
"TK1","FAM20C"
"TK1","HERC3"
"TK1","JMJD1C"
"TK1","MKI67"
"TK1","NKIRAS2"
"TK1","PPP4C"
"TK1","RUVBL1"
"TK1","TAF1C"
"TK1","TCTEX1D2"
"TK1","TRIM46"
"TK1","TTC38"
"TK1","USP4"
"TK1","WDR60"
"TLK1","ASF1A"
"TLK2","ASF1A"
"TLN1","ACTA1"
"TLN1","GAPDH"
"TLN1","PKD1"
"TLN1","PTK2B"
"TLN1","TES"
"TLN1","VCL"
"TLR1","TLR10"
"TLR1","TLR2"
"TLR1","TLR4"
"TLR1","TLR9"
"TLR1","TRAP1"
"TLR10","CAT"
"TLR10","ECH1"
"TLR10","MYD88"
"TLR10","PTPN6"
"TLR10","TLR2"
"TLR2","HMGB1"
"TLR2","HRAS"
"TLR2","IRAK1"
"TLR2","MAPK8IP3"
"TLR2","PIK3R1"
"TLR2","RIPK2"
"TLR3","MYD88"
"TLR3","TICAM2"
"TLR3","TRAF6"
"TLR4","BCL10"
"TLR4","IRAK2"
"TLR4","LY96"
"TLR4","MAPK8IP3"
"TLR4","MYD88"
"TLR4","RNF216"
"TLR4","SYK"
"TLR4","TIRAP"
"TLR5","MYD88"
"TLR5","TLR1"
"TLR6","BTK"
"TLR6","TLR2"
"TLR6","TRAP1"
"TLR7","MYD88"
"TLR7","PRKG1"
"TLR8","BTK"
"TLR8","MYD88"
"TLR9","BTK"
"TLR9","MAPK8IP3"
"TLR9","SIGIRR"
"TLX1","MEIS1"
"TM4SF1","DDR1"
"TM4SF1","TUBA1A"
"TMED2","ARFGAP1"
"TMED2","GORASP2"
"TMEM108","ANXA7"
"TMEM11","BNIP3"
"TMEM11","BNIP3L"
"TMEM132A","GSK3B"
"TMEM147","ABI3"
"TMOD3","MAP1LC3B"
"TMPO","BANF1"
"TMPO","LMNA"
"TMPO","USP7"
"TNC","CNTN1"
"TNC","EGFR"
"TNC","PTPRB"
"TNF","TRAF2"
"TNFAIP3","LAPTM5"
"TNFAIP3","RNF11"
"TNFAIP3","YWHAB"
"TNFAIP3","YWHAE"
"TNFRSF10A","BCL10"
"TNFRSF10A","BTK"
"TNFRSF10A","CASP8"
"TNFRSF10A","CD4"
"TNFRSF10A","COL2A1"
"TNFRSF10A","MADD"
"TNFRSF10A","RIPK1"
"TNFRSF10A","TNFSF10"
"TNFRSF10B","CASP8"
"TNFRSF10B","CFLAR"
"TNFRSF10B","MADD"
"TNFRSF10B","TNFRSF10A"
"TNFRSF10C","APOA1"
"TNFRSF10C","LRSAM1"
"TNFRSF11A","CBLB"
"TNFRSF11A","TRAF6"
"TNFRSF11B","THBS1"
"TNFRSF11B","TNFSF11"
"TNFRSF12A","TRAF2"
"TNFRSF12A","TRAF5"
"TNFRSF13B","TNFSF13"
"TNFRSF13B","TRAF2"
"TNFRSF13B","TRAF5"
"TNFRSF13C","TNFSF13B"
"TNFRSF13C","TRAF3IP3"
"TNFRSF14","HDAC3"
"TNFRSF17","TNFSF13"
"TNFRSF17","TRAF1"
"TNFRSF17","TRAF3"
"TNFRSF19","TRAF6"
"TNFRSF1A","AGTRAP"
"TNFRSF1A","BAG4"
"TNFRSF1A","CHUK"
"TNFRSF1A","DAPK1"
"TNFRSF1A","HSP90AA1"
"TNFRSF1A","IKBKG"
"TNFRSF1A","LTBP3"
"TNFRSF1A","MAPK1"
"TNFRSF1A","MOAP1"
"TNFRSF1A","SON"
"TNFRSF1B","BMX"
"TNFRSF1B","CAV1"
"TNFRSF1B","LTA"
"TNFRSF1B","TNF"
"TNFRSF1B","TRAF1"
"TNFRSF1B","TRAF2"
"TNFRSF1B","TRAF3"
"TNFRSF21","TRADD"
"TNFRSF21","WASH2P"
"TNFRSF25","BAG4"
"TNFRSF25","MAPK1"
"TNFRSF25","TNFSF12"
"TNFRSF25","TRADD"
"TNFRSF25","TRAF2"
"TNFRSF4","SIVA1"
"TNFRSF4","TRAF1"
"TNFRSF4","TRAF2"
"TNFRSF4","TRAF3"
"TNFRSF6B","FASLG"
"TNFRSF6B","TNFSF14"
"TNFRSF8","TNFSF8"
"TNFRSF8","TRAF1"
"TNFRSF8","TRAF2"
"TNFRSF8","TRAF3"
"TNFRSF8","TRAF5"
"TNFRSF9","TNFRSF4"
"TNFRSF9","TRAF1"
"TNFRSF9","TRAF3"
"TNFSF11","KIAA1377"
"TNFSF11","TMOD3"
"TNFSF11","ZC3HC1"
"TNFSF13","FAS"
"TNFSF13","TNFRSF14"
"TNFSF13B","TNFSF13"
"TNFSF14","LTB"
"TNFSF14","TNFRSF14"
"TNIP1","MAPK1"
"TNIP1","TNFAIP3"
"TNIP2","IKBKG"
"TNK2","RPL18A"
"TNNI2","TNNT3"
"TNNI3","PKD2"
"TNNI3","TNNT1"
"TNNI3K","AIP"
"TNNT1","CCDC85B"
"TNNT1","FAF1"
"TNNT1","HAP1"
"TNNT1","PSMC5"
"TNNT1","TNNI3"
"TNNT1","UBE2D1"
"TNNT3","HAP1"
"TNPO1","NUP214"
"TNPO1","PABPN1"
"TNPO1","RGPD5"
"TNPO2","ELAVL1"
"TNR","CNTN1"
"TOB1","SETDB1"
"TOLLIP","SETDB1"
"TOLLIP","TOM1"
"TOLLIP","XRN2"
"TOM1L1","HNRNPH1"
"TOM1L1","IGLON5"
"TOM1L1","NDC80"
"TOM1L1","PIK3R1"
"TOM1L1","RAB18"
"TOM1L1","TSG101"
"TOMM20","CDC73"
"TOMM20","HAP1"
"TOMM70A","PDPK1"
"TOP1","BTBD1"
"TOP1","BTBD2"
"TOP2A","CSNK2A1"
"TOP2A","DHX9"
"TOP2A","HDAC1"
"TOP2A","HDAC2"
"TOP2A","PDPK1"
"TOP2A","PIN1"
"TOP2A","SRPK1"
"TOP2A","SUMO1"
"TOP2A","XPO1"
"TOP2B","TOPBP1"
"TOP2B","XPO1"
"TOP2B","XRCC5"
"TOP3B","SNRPB"
"TOPBP1","POLE"
"TOPBP1","TBC1D4"
"TOPORS","SNIP1"
"TOPORS","TOP1"
"TOR1AIP1","LMNA"
"TOX4","ATXN1"
"TOX4","HIPK3"
"TOX4","PRKAR2B"
"TP53","IFI16"
"TP53","THAP8"
"TP53BP1","EP300"
"TP53BP1","PAXIP1"
"TP53BP2","SUMO2"
"TP53BP2","SUMO3"
"TP53BP2","USP4"
"TP53BP2","YAP1"
"TP53BP2","YWHAG"
"TP63","TP73"
"TP73","CDK2"
"TP73","MYC"
"TP73","PML"
"TP73","SMAD3"
"TP73","TP63"
"TPD52","ANXA6"
"TPD52L1","HDAC1"
"TPD52L1","TPD52"
"TPD52L1","TPD52L3"
"TPD52L1","YWHAZ"
"TPI1","CDKN2A"
"TPI1","CFL1"
"TPM1","PKD2"
"TPM3","NEK2"
"TPM4","TCERG1"
"TPR","HTT"
"TPT1","RPLP1"
"TRA2A","C11orf58"
"TRADD","BIRC2"
"TRADD","FADD"
"TRADD","HIPK2"
"TRADD","KRT14"
"TRADD","TNFRSF1A"
"TRADD","TRAF1"
"TRAF1","BIRC3"
"TRAF1","CASP10"
"TRAF1","CASP8"
"TRAF1","CFLAR"
"TRAF1","IQGAP1"
"TRAF1","NUPL1"
"TRAF1","PDCD6IP"
"TRAF1","RIPK1"
"TRAF1","RNF31"
"TRAF1","SPOP"
"TRAF1","TNFAIP3"
"TRAF1","TNFRSF14"
"TRAF2","AASDHPPT"
"TRAF2","ABLIM1"
"TRAF2","APEX2"
"TRAF2","ATXN1"
"TRAF2","BAHD1"
"TRAF2","BANP"
"TRAF2","BCL10"
"TRAF2","CAV1"
"TRAF2","CCDC130"
"TRAF2","CDCA3"
"TRAF2","CDK9"
"TRAF2","CHMP2B"
"TRAF2","CHUK"
"TRAF2","CRY1"
"TRAF2","DVL2"
"TRAF2","ERN1"
"TRAF2","FBF1"
"TRAF2","FBXO28"
"TRAF2","FXR2"
"TRAF2","GORASP2"
"TRAF2","GSTP1"
"TRAF2","IPO11"
"TRAF2","LNX1"
"TRAF2","LZTS2"
"TRAF2","MAP3K5"
"TRAF2","MAP4K2"
"TRAF2","MAP4K5"
